NEEM ion concentration data in 10 yr resolution,,,,,,
"Reference: Schüpbach et al., Greenland records of aerosol source and atmospheric lifetime changes from the Eemian to the Holocene, Nature Communications, 2018",,,,,,
"further reference: Rasmussen et al., A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Climate of the Past 9, 2713–2730, doi:10.5194/cp-9-2713-2013 (2013).",,,,,,
,,,,,,
NEEM continuous Methane Concentration Data,,,,,,
"Reference: Chappellaz et al., High resolution glacial and delacial record of atmospheric methane by continuous-flow and laser spectrometer analysis along the NEEM ice core.  EGU Climate of the Past, 2013.",,,,,,
,,,,,,
NEEM Ca2+ (dust),,,,NEEM Methane,,
ageGICC05_mid (yr BP),depth_mid (m),Ca (ng/g),,Age (b2k),Depth (m),RawMethaneMean (ppbv)
10950.0462,1392.3488,11.12,,NaN,NaN,NaN
10959.9903,1392.7688,11.89,,10947.2109,1403.5344,657.45
10969.9903,1393.1828,13.36,,10950.4435,1403.6611,657.45
10979.9681,1393.5778,13.74,,NaN,NaN,NaN
10989.9645,1393.9548,13.87,,10955.5934,1403.879,655.92
10999.9977,1394.3233,10.74,,10961.9527,1404.148,655.92
11009.9932,1394.6898,11.26,,NaN,NaN,NaN
11019.9955,1395.0565,11.64,,10970.0016,1404.4885,653.47
11030.0045,1395.4235,13.64,,10974.7922,1404.6912,653.47
11040.1174,1395.8063,12.25,,10974.7922,1404.6912,652.75
11049.9732,1396.2163,11.69,,10979.9352,1404.8939,652.75
11059.8648,1396.6220,8.78,,10979.9352,1404.8939,651.46
11070.0068,1397.0003,12.24,,10985.0943,1405.0966,651.46
11080.0023,1397.3668,14.26,,NaN,NaN,NaN
11090.0045,1397.7335,13.48,,11001.306,1405.7335,651.6
11100.0055,1398.1068,12.26,,11003.8721,1405.84,651.6
11109.9973,1398.4928,10.75,,NaN,NaN,NaN
11120.0246,1398.8870,12.72,,11008.0511,1406.0315,650.84
11130.0264,1399.2905,11.53,,11011.5037,1406.1898,650.84
11139.9793,1399.7008,12.01,,11011.5037,1406.1898,651.09
11149.9387,1400.0995,11.57,,11014.9564,1406.348,651.09
11159.9621,1400.4803,16.01,,NaN,NaN,NaN
11170.0055,1400.8568,13.66,,11079.4854,1408.8667,655.32
11179.9973,1401.2428,12.46,,11084.055,1409.06,655.32
11190.0246,1401.6370,13.26,,11084.055,1409.06,654.76
11200.0264,1402.0405,14.83,,11088.6245,1409.2533,654.76
11209.9793,1402.4508,10.24,,11088.6245,1409.2533,656.37
11219.9387,1402.8495,10.57,,11093.1941,1409.4467,656.37
11229.9621,1403.2303,12.01,,11093.1941,1409.4467,656.19
11240.0100,1403.6145,11.21,,11097.7636,1409.64,656.19
11249.9717,1404.0183,11.22,,NaN,NaN,NaN
11259.9371,1404.4213,18.58,,11107.5037,1410.0521,654.39
11269.9731,1404.8058,14.14,,11112.9316,1410.2817,654.39
11280.0296,1405.1820,10.86,,11112.9316,1410.2817,655.52
11290.0751,1405.5688,17.52,,11118.3594,1410.5114,655.52
11300.0179,1405.9725,12.50,,11118.3594,1410.5114,654.1
11309.9702,1406.3740,16.92,,11123.7873,1410.741,654.1
11320.0045,1406.7535,11.89,,NaN,NaN,NaN
11330.0254,1407.1210,10.00,,11132.9816,1411.13,658.5
11340.0244,1407.4955,9.52,,11136.8699,1411.2945,658.5
11349.9681,1407.8778,11.45,,11136.8699,1411.2945,658.75
11359.9137,1408.2525,18.03,,11140.18,1411.459,658.75
11369.9497,1408.6060,28.47,,NaN,NaN,NaN
11380.0376,1408.9408,24.69,,11145.667,1411.7334,662.61
11390.0335,1409.2743,22.28,,11147.58,1411.829,662.61
11399.9717,1409.6070,19.89,,NaN,NaN,NaN
11410.0082,1409.9253,15.91,,11159.7411,1412.3467,659.12
11420.0365,1410.2433,16.44,,11163.9432,1412.5472,659.12
11430.0478,1410.5813,19.40,,11163.9432,1412.5472,659.59
11440.0487,1410.9365,14.42,,11167.9516,1412.7476,659.59
11450.0100,1411.3145,18.00,,11167.9516,1412.7476,665.11
11459.8940,1411.7095,17.67,,11171.96,1412.948,665.11
11469.9208,1412.0860,23.53,,NaN,NaN,NaN
11480.0359,1412.4505,12.99,,11178.8566,1413.2643,667.82
11489.9681,1412.8278,14.16,,11178.9796,1413.2699,667.82
11499.9363,1413.2035,9.83,,NaN,NaN,NaN
11509.9700,1413.5640,16.91,,11182.2569,1413.4201,660.94
11520.0757,1413.9198,16.99,,11185.2986,1413.5549,660.94
11530.0757,1414.2905,11.82,,NaN,NaN,NaN
11539.9982,1414.6785,13.95,,11191.4542,1413.8154,657.87
11550.0018,1415.0715,13.54,,11196.3618,1414.023,657.87
11560.0055,1415.4645,14.06,,NaN,NaN,NaN
11570.0091,1415.8575,14.99,,11207.2126,1414.4512,661.87
11580.0077,1416.2438,19.41,,11212.9727,1414.6835,661.87
11590.0902,1416.6238,17.02,,11212.9727,1414.6835,656.89
11600.0082,1417.0145,18.77,,11218.4622,1414.9157,656.89
11609.9184,1417.4028,15.71,,NaN,NaN,NaN
11620.0401,1417.7660,19.24,,11220.7545,1415.0127,661.79
11629.9814,1418.1200,25.53,,11222.8418,1415.101,661.79
11639.9463,1418.4530,27.28,,NaN,NaN,NaN
11650.0155,1418.7385,42.02,,11263.0724,1416.665,670.25
11660.0177,1418.9923,78.80,,11269.3416,1416.892,670.25
11670.0145,1419.2295,111.58,,11269.3416,1416.892,673.6
11680.0539,1419.4615,68.87,,11275.1199,1417.119,673.6
11690.0384,1419.7018,78.95,,11275.1199,1417.119,667.68
11699.9039,1419.9465,97.43,,11280.8982,1417.346,667.68
11709.9139,1420.1833,92.95,,NaN,NaN,NaN
11720.0114,1420.4083,81.67,,11324.2578,1418.8923,663.28
11730.0286,1420.6305,96.39,,11329.83,1419.1112,663.28
11740.0209,1420.8568,77.83,,11329.83,1419.1112,670.49
11750.0036,1421.0855,79.61,,11335.4023,1419.3301,670.49
11759.9964,1421.3145,71.06,,11335.4023,1419.3301,670.83
11769.9901,1421.5435,104.75,,11340.9745,1419.549,670.83
11780.0051,1421.7703,85.86,,NaN,NaN,NaN
11790.0114,1421.9923,66.72,,11350.9343,1420.0053,674.02
11799.9656,1422.2105,97.75,,11354.7686,1420.1811,674.02
11809.9611,1422.4258,87.51,,NaN,NaN,NaN
11820.0018,1422.6385,81.89,,11358.6583,1420.3593,675.02
11830.0100,1422.8483,103.71,,11364.9127,1420.646,675.02
11840.0023,1423.0538,100.37,,NaN,NaN,NaN
11850.0467,1423.2588,64.23,,11375.9616,1421.1981,661.42
11860.0594,1423.4693,88.52,,11379.5077,1421.3754,661.42
11870.0227,1423.6865,78.55,,11379.5077,1421.3754,661.78
11880.0348,1423.9083,70.28,,11383.0539,1421.5527,661.78
11890.0253,1424.1340,88.91,,11383.0539,1421.5527,665.96
11899.9830,1424.3618,118.12,,11386.6,1421.73,665.96
11909.9926,1424.5870,70.29,,NaN,NaN,NaN
11920.0114,1424.8083,78.41,,11398.0756,1422.2576,656.63
11929.9557,1425.0210,104.15,,11401.8137,1422.4548,656.63
11939.9552,1425.2198,69.74,,11401.8137,1422.4548,655.72
11950.0082,1425.4105,136.93,,11405.3978,1422.6519,655.72
11960.0200,1425.6080,118.86,,11405.3978,1422.6519,652.28
11970.0227,1425.8205,118.94,,11408.9818,1422.849,652.28
11980.0683,1426.0428,90.43,,NaN,NaN,NaN
11990.0542,1426.2720,81.48,,11416.691,1423.2345,645.5
11999.9749,1426.5080,91.79,,11422.1002,1423.5155,645.5
12009.9794,1426.7438,87.86,,NaN,NaN,NaN
12020.0109,1426.9753,119.39,,11425.5915,1423.7075,640.83
12030.0020,1427.2028,114.69,,11429.8545,1423.942,640.83
12040.0042,1427.4260,89.36,,NaN,NaN,NaN
12049.9971,1427.6458,79.83,,11439,1424.4,637.77
12059.9803,1427.8620,148.56,,11441.9542,1424.5525,637.77
12069.9882,1428.0748,100.64,,11441.9542,1424.5525,635.4
12079.9721,1428.2850,88.98,,11444.7265,1424.705,635.4
12089.9798,1428.4920,65.37,,NaN,NaN,NaN
12100.0100,1428.6965,145.07,,11446.4435,1424.7994,634.37
12110.0132,1428.8968,124.35,,11450.8364,1425.041,634.37
12120.0050,1429.0898,155.77,,NaN,NaN,NaN
12130.0448,1429.2803,109.85,,11458.8658,1425.4826,624.5
12140.0557,1429.4793,107.48,,11463.0949,1425.7047,624.5
12150.0114,1429.6923,101.44,,11463.0949,1425.7047,627.61
12159.9656,1429.9105,107.23,,11467.5375,1425.9269,627.61
12169.9611,1430.1258,100.16,,11467.5375,1425.9269,632.59
12180.0018,1430.3385,154.44,,11471.98,1426.149,632.59
12190.0118,1430.5503,145.21,,NaN,NaN,NaN
12200.0100,1430.7618,103.36,,11479.78,1426.5779,639.27
12210.0274,1430.9740,98.36,,11484.0754,1426.8038,639.27
12220.0228,1431.1893,133.85,,NaN,NaN,NaN
12230.0114,1431.4083,123.85,,11488.2198,1427.011,639.11
12240.0227,1431.6285,159.08,,11492.82,1427.241,639.11
12250.0227,1431.8485,92.32,,NaN,NaN,NaN
12259.9251,1432.0653,119.53,,11501.7262,1427.6863,647.26
12269.9087,1432.2713,168.16,,11503.6862,1427.7843,647.26
12279.9991,1432.4655,114.08,,NaN,NaN,NaN
12290.0340,1432.6563,108.05,,11507.3352,1427.9668,654.62
12300.0317,1432.8493,118.75,,11511.0676,1428.1534,654.62
12310.0055,1433.0448,188.33,,11511.0676,1428.1534,659.66
12320.0880,1433.2470,178.05,,11514.8,1428.34,659.66
12330.0843,1433.4630,124.35,,NaN,NaN,NaN
12339.9432,1433.6878,144.58,,11523.48,1428.8164,665.13
12349.9441,1433.9068,116.37,,11527.552,1429.0276,665.13
12359.9968,1434.1148,88.83,,11527.552,1429.0276,666.38
12370.1208,1434.3255,110.44,,11531.776,1429.2388,666.38
12380.1349,1434.5550,90.73,,11531.776,1429.2388,665.03
12389.9449,1434.7975,83.57,,11536,1429.45,665.03
12399.9462,1435.0340,121.55,,NaN,NaN,NaN
12410.0114,1435.2583,144.81,,11543.3032,1429.8152,668.57
12419.9865,1435.4760,113.44,,11548.8942,1430.0947,668.57
12429.9829,1435.6900,144.89,,NaN,NaN,NaN
12439.9764,1435.9013,137.11,,11553.01,1430.3005,670.63
12449.9809,1436.1098,121.51,,11557.92,1430.546,670.63
12459.9968,1436.3148,121.95,,NaN,NaN,NaN
12470.0132,1436.5195,146.66,,11574.7578,1431.3436,677.91
12480.0128,1436.7275,146.53,,11581.22,1431.617,677.91
12490.0018,1436.9385,146.78,,NaN,NaN,NaN
12500.0118,1437.1503,156.07,,11589.8346,1432.0417,686.22
12510.0100,1437.3618,180.58,,11593.3992,1432.2183,686.22
12520.0082,1437.5733,195.70,,11593.3992,1432.2183,686.43
12530.0064,1437.7848,112.38,,11597.2516,1432.3949,686.43
12540.0045,1437.9963,163.68,,11597.2516,1432.3949,687.77
12549.9110,1438.1998,234.60,,11601.104,1432.5714,687.77
12559.9110,1438.3855,186.04,,11601.104,1432.5714,686.38
12570.0073,1438.5595,178.11,,11604.9564,1432.748,686.38
12580.1467,1438.7385,234.71,,NaN,NaN,NaN
12590.1299,1438.9365,200.78,,11612.7029,1433.0759,677.51
12599.9782,1439.1515,239.48,,11618.5408,1433.3229,677.51
12609.9914,1439.3693,162.65,,NaN,NaN,NaN
12620.0027,1439.5828,121.12,,11624.0152,1433.5545,666.26
12630.0343,1439.7955,143.64,,11630.8582,1433.844,666.26
12640.0448,1440.0115,155.76,,NaN,NaN,NaN
12650.0227,1440.2305,167.42,,11637.4255,1434.0856,650.93
12660.0205,1440.4528,158.51,,11641.5496,1434.2368,650.93
12670.0145,1440.6795,129.05,,11641.5496,1434.2368,636.19
12679.9092,1440.9035,147.94,,11645.6738,1434.388,636.19
12689.9019,1441.1145,163.94,,NaN,NaN,NaN
12699.9982,1441.3143,125.91,,11669.7859,1435.1754,588.98
12709.9801,1441.5093,150.15,,11676.8744,1435.3806,588.98
12719.9787,1441.7013,89.41,,11676.8744,1435.3806,576.31
12730.0064,1441.8915,85.54,,11683.963,1435.5858,576.31
12740.0114,1442.0813,89.08,,NaN,NaN,NaN
12750.0032,1442.2708,116.78,,11712.9872,1436.3747,491.39
12760.0082,1442.4605,74.08,,11720.6404,1436.566,491.39
12770.0177,1442.6603,96.57,,11720.6404,1436.566,479.42
12780.0145,1442.8795,52.68,,11728.2936,1436.7573,479.42
12790.0329,1443.1100,70.17,,11728.2936,1436.7573,467.33
12800.0265,1443.3445,70.51,,11735.9468,1436.9487,467.33
12809.9955,1443.5825,64.32,,11735.9468,1436.9487,463.17
12819.9900,1443.8215,41.07,,11743.6,1437.14,463.17
12829.9950,1444.0608,37.73,,NaN,NaN,NaN
12840.0114,1444.3030,39.45,,11807.76,1438.719,463.11
12850.0100,1444.5503,30.42,,11815.8873,1438.928,463.11
12860.0000,1444.8000,30.79,,11815.8873,1438.928,462.38
12870.0100,1445.0503,42.73,,11823.8673,1439.137,462.38
12880.0461,1445.3023,32.27,,11823.8673,1439.137,464.9
12890.0439,1445.5588,30.60,,11831.8473,1439.346,464.9
12899.9880,1445.8180,26.41,,NaN,NaN,NaN
12909.9802,1446.0738,24.73,,11852.2669,1439.8808,468.05
12920.1030,1446.3290,29.74,,11857.31,1440.0129,468.05
12930.1039,1446.6013,27.57,,NaN,NaN,NaN
12939.9374,1446.8935,30.53,,11862.4099,1440.1465,466.32
12949.9365,1447.1838,26.67,,11873.7709,1440.444,466.32
12959.8855,1447.4568,36.11,,NaN,NaN,NaN
12969.8819,1447.7088,32.21,,11887.9862,1440.8346,461.88
12979.9989,1447.9438,93.11,,11894.3788,1441.011,461.88
12990.0030,1448.1760,73.28,,11894.3788,1441.011,461.12
13000.0086,1448.4133,38.60,,11900.4707,1441.1873,461.12
13009.9963,1448.6505,45.93,,11900.4707,1441.1873,459.66
13019.9899,1448.8830,46.89,,11906.5626,1441.3637,459.66
13029.9529,1449.1108,57.84,,11906.5626,1441.3637,459.16
13039.9538,1449.3320,54.92,,11912.6545,1441.54,459.16
13050.0045,1449.5463,48.15,,NaN,NaN,NaN
13060.0490,1449.7633,61.81,,11926.9171,1442.0284,464.59
13070.0499,1449.9928,56.52,,11933.416,1442.2349,464.59
13079.8993,1450.2260,54.93,,11933.416,1442.2349,462.53
13089.8916,1450.4473,79.30,,11940.1753,1442.4415,462.53
13099.9973,1450.6555,62.98,,11940.1753,1442.4415,461.09
13110.0523,1450.8645,91.76,,11946.9345,1442.648,461.09
13120.0518,1451.0848,74.64,,NaN,NaN,NaN
13129.9830,1451.3118,64.69,,11967.4786,1443.1005,462.45
13139.9926,1451.5370,59.67,,11974.3306,1443.2534,462.45
13150.0114,1451.7583,41.46,,NaN,NaN,NaN
13159.9865,1451.9760,63.45,,11981.2457,1443.4119,461.99
13169.9829,1452.1900,66.32,,11988.4047,1443.5759,461.99
13179.9918,1452.4018,49.03,,11988.4047,1443.5759,462.37
13189.9900,1452.6133,52.93,,11995.5636,1443.74,462.37
13199.9882,1452.8248,58.37,,NaN,NaN,NaN
13210.1020,1453.0453,55.53,,12067.4069,1445.2508,455.38
13220.1124,1453.2873,39.68,,12078.9551,1445.4806,455.38
13230.0403,1453.5475,39.41,,12078.9551,1445.4806,458.85
13240.0453,1453.8168,29.67,,12090.2321,1445.7103,458.85
13249.9877,1454.0885,39.57,,12090.2321,1445.7103,459.57
13259.9863,1454.3563,51.51,,12101.5091,1445.94,459.57
13269.9880,1454.6180,43.04,,NaN,NaN,NaN
13279.9802,1454.8738,38.99,,12128.1655,1446.4297,463.38
13289.9694,1455.1240,38.91,,12140.2713,1446.6338,463.38
13299.9630,1455.3695,33.86,,12140.2713,1446.6338,462.55
13309.9950,1455.6108,37.86,,12152.8884,1446.8379,462.55
13320.0023,1455.8558,31.38,,12152.8884,1446.8379,460.24
13329.9941,1456.1118,23.15,,12165.5055,1447.042,460.24
13340.0011,1456.3765,32.61,,NaN,NaN,NaN
13350.0079,1456.6478,44.20,,12194.0025,1447.49,454.23
13359.9868,1456.9195,29.98,,12207.5416,1447.709,454.23
13369.9836,1457.1853,34.84,,12207.5416,1447.709,453.67
13379.9718,1457.4450,31.95,,12220.6808,1447.928,453.67
13389.9650,1457.6990,49.77,,12220.6808,1447.928,458.94
13400.0163,1457.9515,31.30,,12233.82,1448.147,458.94
13410.0340,1458.2085,26.63,,NaN,NaN,NaN
13420.0425,1458.4710,36.84,,12262.6762,1448.6139,456.03
13430.0348,1458.7393,38.10,,12275.5781,1448.8226,456.03
13439.9652,1459.0108,39.31,,12275.5781,1448.8226,456.24
13449.9575,1459.2790,36.57,,12288.48,1449.0313,456.24
13460.0229,1459.5440,29.34,,12288.48,1449.0313,453.02
13470.0397,1459.8123,36.74,,12301.3818,1449.24,453.02
13480.0182,1460.0855,31.76,,NaN,NaN,NaN
13490.0182,1460.3605,25.07,,12327.9135,1449.6459,453.31
13499.9297,1460.6318,28.49,,12342.736,1449.8789,453.31
13509.9160,1460.8903,28.10,,12342.736,1449.8789,455.54
13519.9975,1461.1348,41.23,,12356.718,1450.112,455.54
13530.0020,1461.3773,47.94,,12356.718,1450.112,453.84
13540.0100,1461.6253,31.66,,12370.7,1450.345,453.84
13549.9978,1461.8708,56.63,,NaN,NaN,NaN
13559.9915,1462.1060,49.14,,12400.1018,1450.835,459.45
13570.0304,1462.3368,65.29,,12413.9781,1451.077,459.45
13580.0241,1462.5708,47.36,,12413.9781,1451.077,458.69
13589.9573,1462.8075,44.58,,12427.6181,1451.319,458.69
13599.9600,1463.0400,50.18,,NaN,NaN,NaN
13610.0114,1463.2643,39.87,,12458.2742,1451.8629,453.08
13620.1281,1463.4940,42.50,,12471.4772,1452.0913,453.08
13630.1168,1463.7468,32.04,,12471.4772,1452.0913,453.74
13640.0000,1464.0175,33.05,,12485.1786,1452.3196,453.74
13650.0000,1464.2925,26.74,,12485.1786,1452.3196,454.26
13659.9757,1464.5653,32.97,,12498.88,1452.548,454.26
13669.9798,1464.8325,30.25,,NaN,NaN,NaN
13679.9518,1465.0920,32.48,,12524.7972,1453.0567,453.57
13689.9468,1465.3413,33.52,,12531.7482,1453.1816,453.57
13700.0459,1465.5843,31.02,,NaN,NaN,NaN
13710.0463,1465.8325,42.98,,12540.2148,1453.3271,454.18
13720.0009,1466.0905,30.23,,12549.462,1453.4861,454.18
13730.0045,1466.3525,36.23,,12549.462,1453.4861,453.27
13740.0082,1466.6145,33.82,,12558.7091,1453.645,453.27
13750.0118,1466.8765,45.02,,NaN,NaN,NaN
13760.0155,1467.1385,31.37,,12577.0781,1453.9707,457.19
13770.0186,1467.3975,43.79,,12588.317,1454.1701,457.19
13780.0100,1467.6503,37.68,,NaN,NaN,NaN
13790.0133,1467.9023,33.62,,12603.0863,1454.4249,453.36
13800.0137,1468.1600,26.93,,12620.4291,1454.723,453.36
13810.0514,1468.4263,36.45,,NaN,NaN,NaN
13820.0532,1468.7048,32.73,,12646.5442,1455.1591,469.48
13829.9398,1468.9843,34.25,,12656.8746,1455.3356,469.48
13839.9275,1469.2478,30.29,,12656.8746,1455.3356,467.92
13850.0163,1469.5015,31.45,,12666.18,1455.512,467.92
13860.0340,1469.7585,27.11,,12666.18,1455.512,471.01
13870.0077,1470.0193,30.03,,12675.4855,1455.6885,471.01
13879.9923,1470.2808,33.51,,12675.4855,1455.6885,473.73
13889.8625,1470.5375,31.21,,12684.8182,1455.865,473.73
13899.8730,1470.7770,36.40,,NaN,NaN,NaN
13910.0045,1470.9963,44.93,,12701.2309,1456.1659,483.87
13920.0027,1471.2078,34.10,,12711.8414,1456.3604,483.87
13930.0009,1471.4193,34.95,,12711.8414,1456.3604,488.02
13939.9493,1471.6295,48.00,,12721.6066,1456.5549,488.02
13949.9424,1471.8333,47.32,,12721.6066,1456.5549,487.58
13959.9955,1472.0275,50.63,,12731.156,1456.7495,487.58
13969.9542,1472.2160,72.47,,12731.156,1456.7495,485.94
13979.9519,1472.3985,70.01,,12740.7055,1456.944,485.94
13990.0036,1472.5735,48.12,,NaN,NaN,NaN
14000.0491,1472.7463,90.96,,12762.8345,1457.3503,500.93
14010.0523,1472.9278,58.72,,12769.9647,1457.481,500.93
14020.0086,1473.1243,52.04,,NaN,NaN,NaN
14030.0198,1473.3285,34.07,,12777.7093,1457.6367,508.86
14040.0207,1473.5358,30.29,,12787.5846,1457.8378,508.86
14050.0045,1473.7463,32.11,,12787.5846,1457.8378,540.14
14060.0490,1473.9633,39.70,,12797.46,1458.039,540.14
14070.0499,1474.1928,29.90,,NaN,NaN,NaN
14080.0362,1474.4320,27.75,,12815.8269,1458.4131,541.03
14090.0335,1474.6765,27.67,,12824.8456,1458.5969,541.03
14099.8963,1474.9215,26.05,,12824.8456,1458.5969,539.88
14109.8972,1475.1530,33.06,,12832.8794,1458.7806,539.88
14119.9968,1475.3648,40.80,,12832.8794,1458.7806,554.17
14130.1208,1475.5755,43.14,,12840.8961,1458.9643,554.17
14140.1349,1475.8050,25.78,,12840.8961,1458.9643,559.82
14150.0773,1476.0530,35.98,,12848.9127,1459.148,559.82
14160.0764,1476.3143,28.29,,NaN,NaN,NaN
14169.9821,1476.5840,34.67,,12864.0052,1459.5088,579.93
14179.9689,1476.8528,25.47,,12871.6598,1459.6919,579.93
14189.9936,1477.1165,26.38,,12871.6598,1459.6919,588.66
14199.9973,1477.3785,23.49,,12878.9964,1459.8749,588.66
14210.0009,1477.6405,23.75,,12878.9964,1459.8749,588.17
14220.0045,1477.9025,27.37,,12886.3182,1460.058,588.17
14230.0245,1478.1650,28.37,,12886.3182,1460.058,588.38
14240.0181,1478.4350,24.40,,12893.64,1460.241,588.38
14249.9597,1478.7170,26.15,,NaN,NaN,NaN
14259.9661,1478.9970,22.08,,12909.7634,1460.627,602.22
14270.0164,1479.2648,32.26,,12917.0203,1460.8005,602.22
14280.0132,1479.5305,27.58,,12917.0203,1460.8005,608.39
14289.9747,1479.8018,33.51,,12924.2772,1460.974,608.39
14299.9647,1480.0690,29.81,,NaN,NaN,NaN
14309.9800,1480.3245,27.49,,12932.2733,1461.1652,627.35
14319.9800,1480.5745,24.17,,12939.6655,1461.342,627.35
14329.9900,1480.8248,35.79,,NaN,NaN,NaN
14340.0100,1481.0753,26.30,,12953.3924,1461.6569,634.02
14350.0200,1481.3255,25.52,,12962.0334,1461.8549,634.02
14360.0744,1481.5785,24.62,,12962.0334,1461.8549,633.07
14370.0644,1481.8408,32.78,,12970.3963,1462.053,633.07
14380.0300,1482.1143,36.68,,12970.3963,1462.053,634.58
14390.0304,1482.3965,25.93,,12978.6772,1462.251,634.58
14400.0365,1482.6868,27.90,,12978.6772,1462.251,636.02
14410.0343,1482.9850,25.52,,12986.9582,1462.449,636.02
14419.9144,1483.2778,29.38,,NaN,NaN,NaN
14429.9262,1483.5475,19.71,,12999.5708,1462.7643,637.19
14440.0461,1483.8023,24.76,,13007.2981,1462.9575,637.19
14450.0439,1484.0588,30.97,,13007.2981,1462.9575,634.04
14460.1057,1484.3248,32.24,,13015.2993,1463.1506,634.04
14470.0970,1484.6083,35.03,,13015.2993,1463.1506,632.05
14479.9973,1484.9083,25.32,,13023.3778,1463.3438,632.05
14489.9955,1485.2138,26.70,,13023.3778,1463.3438,626.13
14499.9936,1485.5193,23.21,,13031.4564,1463.537,626.13
14509.9767,1485.8243,18.79,,NaN,NaN,NaN
14519.9771,1486.1250,25.12,,13049.5164,1463.9879,611.03
14529.9597,1486.4170,26.53,,13058.8003,1464.2056,611.03
14539.9661,1486.6970,19.92,,13058.8003,1464.2056,608.87
14550.0082,1486.9645,20.55,,13068.6956,1464.4233,608.87
14560.0118,1487.2265,24.57,,13068.6956,1464.4233,604.71
14570.0155,1487.4885,29.64,,13078.5909,1464.641,604.71
14580.0186,1487.7475,35.62,,NaN,NaN,NaN
14590.0100,1488.0003,48.88,,13095.2495,1464.9937,602.1
14600.0133,1488.2523,38.31,,13098.4702,1465.0619,602.1
14610.0137,1488.5100,32.19,,NaN,NaN,NaN
14619.9302,1488.7658,34.01,,13106.2258,1465.225,598.12
14629.9297,1489.0080,36.98,,13114.6208,1465.396,598.12
14639.7638,1489.2328,37.66,,13114.6208,1465.396,595.81
14649.7638,1489.4253,67.43,,13123.0159,1465.567,595.81
14660.0000,1489.5788,130.09,,13123.0159,1465.567,592.2
14670.0000,1489.7163,127.09,,13131.4109,1465.738,592.2
14680.0735,1489.8553,103.37,,NaN,NaN,NaN
14690.0826,1490.0008,122.99,,13151.8985,1466.1709,577.8
14700.0136,1490.1545,118.59,,13162.1289,1466.3946,577.8
14710.0045,1490.3115,90.89,,13162.1289,1466.3946,577.9
14720.0338,1490.4715,215.04,,13171.8899,1466.6183,577.9
14730.0356,1490.6383,128.00,,13171.8899,1466.6183,585.82
14740.0073,1490.8095,136.53,,13181.6509,1466.842,585.82
14749.9351,1490.9785,154.21,,NaN,NaN,NaN
14759.9279,1491.1398,112.75,,13200.4983,1467.2924,592.56
14770.0036,1491.2945,135.50,,13208.9455,1467.4944,592.56
14780.0182,1491.4475,103.32,,NaN,NaN,NaN
14790.0173,1491.5983,129.52,,13216.5121,1467.6753,594.89
14800.0009,1491.7448,144.22,,13227.3309,1467.934,594.89
14810.0018,1491.8895,131.11,,NaN,NaN,NaN
14820.0053,1492.0343,136.87,,13242.3717,1468.2937,614.03
14830.0098,1492.1778,165.44,,13250.205,1468.481,614.03
14840.0191,1492.3195,104.74,,13250.205,1468.481,618.28
14850.0173,1492.4605,128.37,,13257.1204,1468.6683,618.28
14859.9360,1492.6000,133.24,,NaN,NaN,NaN
14869.9165,1492.7333,183.70,,13268.6636,1468.9858,625.93
14879.9886,1492.8588,228.16,,13270.0182,1469.023,625.93
14890.0114,1492.9813,127.99,,NaN,NaN,NaN
14900.0136,1493.1035,130.31,,13284.4545,1469.4024,629.58
14910.0558,1493.2288,162.99,,13293.9364,1469.6533,629.58
14920.0626,1493.3610,138.52,,NaN,NaN,NaN
14930.0000,1493.4975,125.04,,13302.7185,1469.8948,630.95
14939.9818,1493.6348,116.63,,13311.7091,1470.142,630.95
14949.9365,1493.7693,169.21,,NaN,NaN,NaN
14959.9297,1493.8968,190.30,,13323.941,1470.4627,629.55
14969.9795,1494.0198,170.69,,13331.3794,1470.6576,629.55
14980.0023,1494.1423,143.35,,13331.3794,1470.6576,627.12
14990.0489,1494.2653,137.03,,13338.8178,1470.8524,627.12
15000.0512,1494.3910,178.55,,13338.8178,1470.8524,630.22
15010.0200,1494.5205,188.79,,13346.2562,1471.0472,630.22
15020.0236,1494.6515,123.98,,13346.2562,1471.0472,631.88
15030.0093,1494.7823,157.77,,13353.6945,1471.242,631.88
15039.9965,1494.9113,196.09,,NaN,NaN,NaN
15050.0000,1495.0375,158.13,,13372.0182,1471.6809,638.21
15060.0000,1495.1625,202.14,,13380.5437,1471.9026,638.21
15070.0000,1495.2875,153.55,,13380.5437,1471.9026,633.85
15079.9561,1495.4110,106.83,,13388.2027,1472.1243,633.85
15089.9379,1495.5310,282.50,,13388.2027,1472.1243,633.34
15099.9627,1495.6485,128.31,,13395.8618,1472.346,633.34
15109.9609,1495.7655,104.04,,NaN,NaN,NaN
15119.9805,1495.8828,124.37,,13407.4549,1472.7206,638.2
15130.0205,1496.0023,112.88,,13413.0139,1472.9005,638.2
15140.0200,1496.1253,203.10,,13413.0139,1472.9005,636.83
15149.9800,1496.2498,191.01,,13418.5729,1473.0803,636.83
15159.9600,1496.3745,167.55,,13418.5729,1473.0803,636.44
15169.9791,1496.5000,110.83,,13424.1319,1473.2602,636.44
15179.9913,1496.6268,175.31,,13424.1319,1473.2602,634.97
15189.9882,1496.7545,134.45,,13429.6909,1473.44,634.97
15199.9955,1496.8825,126.05,,NaN,NaN,NaN
15210.0303,1497.0110,146.29,,13441.4339,1473.781,636.16
